|         284 |   6.99 |
|         284 |   0.99 |
|         284 |   0.99 |
|         284 |   2.99 |
|         284 |   7.99 |
|         284 |   7.99 |
|         284 |   6.99 |
|         284 |   5.99 |
|         284 |   2.99 |
|         284 |   6.99 |
|         284 |   4.99 |
|         284 |   8.99 |
|         284 |   2.99 |
|         284 |   0.99 |
|         284 |   7.99 |
|         284 |   4.99 |
|         284 |   3.99 |
|         284 |   5.99 |
|         284 |   4.99 |
|         284 |   4.99 |
|         284 |   4.99 |
|         284 |   3.99 |
|         284 |   5.98 |
|         284 |   0.00 |
|         285 |   7.99 |
|         285 |   3.99 |
|         285 |   5.99 |
|         285 |   6.99 |
|         285 |   2.99 |
|         285 |   9.99 |
|         285 |   0.99 |
|         285 |   3.99 |
|         285 |   4.99 |
|         285 |   4.99 |
|         285 |   0.99 |
|         285 |   6.99 |
|         285 |   9.99 |
|         285 |   9.99 |
|         285 |   4.99 |
|         285 |   0.99 |
|         285 |   5.99 |
|         285 |   2.99 |
|         285 |   4.99 |
|         285 |   8.99 |
|         285 |   0.99 |
|         285 |   0.99 |
|         285 |   9.99 |
|         285 |   7.99 |
|         285 |   0.99 |
|         285 |   4.99 |
|         286 |   6.99 |
|         286 |   8.99 |
|         286 |   4.99 |
|         286 |   4.99 |
|         286 |   3.99 |
|         286 |   6.99 |
|         286 |   9.99 |
|         286 |   4.99 |
|         286 |   2.99 |
|         286 |   4.99 |
|         286 |   2.99 |
|         286 |   2.99 |
|         286 |   2.99 |
|         286 |   0.99 |
|         286 |   2.99 |
|         286 |   6.99 |
|         286 |   0.99 |
|         286 |   6.99 |
|         286 |   3.99 |
|         286 |   5.99 |
|         286 |   0.99 |
|         286 |   0.99 |
|         286 |   0.99 |
|         286 |   5.99 |
|         286 |   4.99 |
|         286 |   0.99 |
|         286 |   4.99 |
|         287 |   0.99 |
|         287 |   2.99 |
|         287 |   2.99 |
|         287 |   7.99 |
|         287 |   2.99 |
|         287 |   9.99 |
|         287 |   6.99 |
|         287 |   4.99 |
|         287 |   1.99 |
|         287 |   3.99 |
|         287 |   0.99 |
|         287 |   3.99 |
|         287 |   2.99 |
|         287 |   2.99 |
|         287 |   2.99 |
|         287 |   6.99 |
|         287 |   1.99 |
|         287 |   6.99 |
|         287 |   2.99 |
|         287 |   4.99 |
|         287 |   4.99 |
|         287 |   4.99 |
|         287 |   2.99 |
|         287 |   6.99 |
|         287 |   1.99 |
|         287 |   4.99 |
|         287 |   0.99 |
|         287 |   2.99 |
|         287 |   0.99 |
|         288 |   3.99 |
|         288 |   6.99 |
|         288 |   4.99 |
|         288 |   5.99 |
|         288 |   5.99 |
|         288 |   3.99 |
|         288 |   2.99 |
|         288 |   0.99 |
|         288 |   2.99 |
|         288 |   3.99 |
|         288 |   0.99 |
|         288 |   2.99 |
|         288 |   2.99 |
|         288 |   0.99 |
|         288 |   9.99 |
|         288 |   2.99 |
|         288 |   1.99 |
|         288 |   2.99 |
|         288 |   0.99 |
|         288 |   2.99 |
|         288 |   0.99 |
|         288 |   0.99 |
|         288 |   2.99 |
|         288 |   2.99 |
|         289 |   4.99 |
|         289 |   0.99 |
|         289 |   6.99 |
|         289 |  10.99 |
|         289 |   6.99 |
|         289 |   6.99 |
|         289 |   2.99 |
|         289 |   0.99 |
|         289 |   4.99 |
|         289 |   8.99 |
|         289 |   4.99 |
|         289 |   0.99 |
|         289 |   3.99 |
|         289 |   7.99 |
|         289 |   4.99 |
|         289 |   4.99 |
|         289 |   0.99 |
|         289 |   2.99 |
|         289 |   7.99 |
|         289 |   1.99 |
|         289 |   0.99 |
|         289 |   7.99 |
|         289 |   0.99 |
|         289 |   0.99 |
|         289 |   9.99 |
|         289 |   5.99 |
|         289 |   6.99 |
|         289 |   0.99 |
|         289 |   4.99 |
|         289 |   4.99 |
|         290 |   2.99 |
|         290 |   6.99 |
|         290 |   8.99 |
|         290 |   4.99 |
|         290 |   0.99 |
|         290 |   3.99 |
|         290 |   4.99 |
|         290 |   0.99 |
|         290 |   0.99 |
|         290 |   2.99 |
|         290 |   5.99 |
|         290 |   2.99 |
|         290 |   4.99 |
|         290 |   4.99 |
|         290 |   2.99 |
|         290 |   1.99 |
|         290 |   4.99 |
|         290 |   7.99 |
|         290 |   0.99 |
|         290 |   3.99 |
|         290 |   1.99 |
|         290 |   2.99 |
|         290 |   6.99 |
|         290 |   3.99 |
|         290 |   4.99 |
|         290 |   1.99 |
|         290 |   2.99 |
|         290 |   2.99 |
|         291 |   4.99 |
|         291 |   4.99 |
|         291 |   2.99 |
|         291 |   2.99 |
|         291 |   2.99 |
|         291 |   2.99 |
|         291 |   4.99 |
|         291 |   3.99 |
|         291 |   2.99 |
|         291 |   4.99 |
|         291 |   2.99 |
|         291 |   5.99 |
|         291 |   0.99 |
|         291 |   0.99 |
|         291 |   4.99 |
|         291 |   5.99 |
|         291 |   5.99 |
|         291 |   7.99 |
|         291 |   4.99 |
|         291 |   0.99 |
|         291 |   5.99 |
|         291 |   4.99 |
|         291 |   3.99 |
|         292 |   0.99 |
|         292 |   3.99 |
|         292 |   3.99 |
|         292 |   3.99 |
|         292 |   2.99 |
|         292 |   0.99 |
|         292 |   4.99 |
|         292 |   4.99 |
|         292 |   0.99 |
|         292 |   4.99 |
|         292 |   8.99 |
|         292 |   6.99 |
|         292 |   5.99 |
|         292 |   2.99 |
|         292 |   2.99 |
|         292 |   4.99 |
|         292 |   2.99 |
|         292 |   4.99 |
|         292 |   8.99 |
|         292 |   5.99 |
|         292 |   1.99 |
|         292 |   4.99 |
|         292 |  10.99 |
|         292 |   2.99 |
|         292 |   0.99 |
|         292 |   4.99 |
|         292 |   2.99 |
|         293 |   0.99 |
|         293 |   4.99 |
|         293 |   8.99 |
|         293 |   9.99 |
|         293 |   5.99 |
|         293 |   4.99 |
|         293 |   4.99 |
|         293 |   2.99 |
|         293 |   1.99 |
|         293 |   4.99 |
|         293 |   3.99 |
